City,State,Station ID,Jan,Feb,Mar,Apr,May,Jun,Jul,Aug,Sep,Oct,Nov,Dec
PAULINA,OR,USC00356500,29.1,32.7,38.9,43.6,51,58.2,65.6,63.6,55.9,46.1,35.5,27.7
PELTON DAM,OR,USC00356532,35.2,38.7,44.7,49.8,57.5,64.2,71.5,70.9,63.1,52.1,41,33.7
PENDLETON BR EXP STN,OR,USC00356540,34.8,38,44,49.3,56,62.8,70.5,69.3,60.8,50,40.8,33.1
PENDLETON DWTN,OR,USC00356541,36.2,39.1,46.2,51.7,59.2,65.7,72.9,71.8,63.2,51.8,42.3,34.6
PENDLETON WFO,OR,USC00356550,34.3,38,45,50.7,58.7,65.5,73.4,72.2,63.7,51.8,40.8,32.8
PILOT ROCK 1 SE,OR,USC00356634,36.2,38.6,44.9,50,57.1,63.7,71.2,70.7,62.3,51.8,41.7,34
PINE GROVE 5 ENE,OR,USC00356655,34.7,36.9,43.7,48.8,55.5,62.8,70.3,69.8,61.5,51.4,39.9,32.6
PORTLAND KGW-TV,OR,USC00356749,42.2,44.6,48.5,52.4,58.1,63.1,68.5,69,64.4,55.2,46.7,40.8
Portland,OR,USC00356750,41.2,43.8,47.7,52.2,58.2,62.8,68.4,68.7,63.6,54.5,46.4,40.1
PORT ORFORD 2,OR,USC00356784,47.2,47.6,48.3,49.8,53.3,56.7,59.7,60.2,58.5,54.4,49.7,46.7
POWERS,OR,USC00356820,45,46.8,49.1,51.7,56.4,60.7,65.2,65.5,62.6,56.2,48.7,43.7
P-RANCH SOUTH PLACE,OR,USC00356853,31.2,34.4,41.2,46.3,52.7,59.5,66.8,65.2,57.2,48.7,37,29.9
PRINEVILLE,OR,USC00356883,34.1,37.4,42.3,46.6,53.9,60.3,66.9,66,59,49.3,39.6,32.3
PROSPECT 2 SW,OR,USC00356907,39.4,41.8,44.8,48.6,55,61.1,68.4,68.1,62.4,53.4,43,38.3
RICHLAND,OR,USC00357160,28.9,33.5,41.7,48.4,57,64.7,72.5,70.6,61.5,49.3,37.1,29.8
RIDDLE,OR,USC00357169,43.2,45.7,48.8,52.2,58,63.6,69.6,69.2,63.8,55.5,47.6,42.1
RIVERSIDE 7 SSW,OR,USC00357208,28.6,33.4,41,46.8,54.7,62.4,69.9,67.8,58.8,47.7,35.7,27.3
ROCKVILLE 5 N,OR,USC00357277,29.6,33.5,41,46.8,54.4,61.7,68.8,67.3,57.5,46.9,36.1,28.3
ROME 2 NW,OR,USC00357310,30,34.9,42.2,48,56.4,64.2,72,69.7,60.2,48.9,37.5,28.7
ROSEBURG KQEN,OR,USC00357331,43.3,45.6,49.3,53.1,59,64.7,71,71,65.6,56.4,47.9,42.4
RUCH,OR,USC00357391,39.3,42.7,46.5,50.7,57.6,63.8,70.4,69.8,63.4,54.3,43.7,38.4
SAINT HELENS RFD,OR,USC00357466,38,40.8,45.5,49.8,55.7,61,66.5,67.2,62.2,52.4,43.1,37.1
SANTIAM JUNCTION,OR,USC00357554,29.6,31.6,35.2,39,46.3,51.9,59,59.1,53.4,44.4,34.8,29.2
SCOTTS MILLS 9 SE,OR,USC00357631,39,40.1,41.8,44.8,50.4,55.6,61.3,62,58.4,49.9,41.2,37.3
SEASIDE,OR,USC00357641,44.3,44.7,46.3,48.3,52,55.3,58.3,59,57,52.6,47.2,43.2
SENECA,OR,USC00357675,23.3,26.3,33.6,39.5,46.8,53.4,59.8,58.3,49.9,40.6,30.9,22.9
SHEAVILLE 1 SE,OR,USC00357736,28.4,32.2,39,44.8,52.4,61.1,70.5,69,59.3,47.8,36.2,27.9
SILVER CREEK FALLS,OR,USC00357809,36.9,38.4,41.3,45,51.1,55.8,61.5,61.4,56.5,47.8,40.7,35.8
SILVER LAKE RS,OR,USC00357817,30.4,33.2,38,42.7,50.3,57.1,64.5,63.7,55.8,45.8,35.5,28.6
SILVERTON,OR,USC00357823,40.7,43,47,50.5,56.2,61.3,66.9,67.2,62.5,53.6,45.4,39.4
SISTERS,OR,USC00357857,31.7,33.8,39.5,44,50.7,57.1,64.3,63.6,56.1,46.4,37,30
SPRAGUE RIVER 2 SE,OR,USC00358007,26.8,31.3,37.1,40.9,48.4,55.7,62.4,60.6,53.7,44.3,33.1,27.1
SQUAW BUTTE-NORTHERN GREAT BAS,OR,USC00358029,28.3,31.2,37.9,42.9,50.9,58.6,68,67,58.8,48,35.5,27.5
STAYTON,OR,USC00358095,40.7,42.8,46.9,50.6,56.1,61.2,66.7,66.6,62,53.3,45.3,39.8
SUMMER LAKE 1 S,OR,USC00358173,34.3,36.8,42.2,47.4,55,62.6,70.1,69,61,50.7,39.6,33.1
SUNRIVER,OR,USC00358246,29.1,32,36.9,41.1,48.7,54.6,61.8,60.6,53.5,43.6,34.2,27.5
THE DALLES,OR,USC00358407,36.2,39.4,46.3,52.3,59.8,66.3,73,72.6,65,53.4,42.6,35.4
THE POPLARS,OR,USC00358420,30.9,33.2,38.5,42.7,50.2,57.1,64.6,63.1,55.6,45.9,35.6,28.5
THREE LYNX,OR,USC00358466,36.8,39.1,43.6,47.7,53.4,58.5,64.4,64.7,59.8,50.6,41.7,35.9
TIDEWATER,OR,USC00358481,46.1,48.4,50.4,53.3,57.6,61.7,66.1,67.1,64.6,58.1,50.1,44.8
TILLAMOOK 1 W,OR,USC00358494,44.7,45.4,46.8,48.8,52.8,56.4,59.1,59.5,57.8,52.8,47.6,43.7
TILLAMOOK 6SE,OR,USC00358498,44,44.5,46.1,48.7,52.9,56.6,59.5,60.1,58.3,52.7,46.4,42.9
TOKETEE FALLS,OR,USC00358536,36.5,38.9,43.3,48.4,55.3,61.4,67.7,67.2,60.1,49.7,40.3,35.4
UKIAH,OR,USC00358726,27,30.4,37.1,42.3,48.7,55.4,61.5,60.7,53.1,44.5,34.8,27
UNION EXP STN,OR,USC00358746,32,35.2,41.6,46.8,53.7,60.4,67.7,67.5,58.9,48.4,38.9,31.3
VALE,OR,USC00358797,28.4,34.6,44.3,50.6,59.8,67.7,75.9,73.5,63,50.1,37.4,28.3
VALLEY FALLS,OR,USC00358812,31.7,33.9,38.7,42.9,50.8,58.5,66.1,64.2,55.7,46.5,37.6,30.4
VERNONIA NO 2,OR,USC00358884,38,39.7,43.4,46.8,51.9,56.5,61.2,61.5,57.1,49.2,41.9,36.8
WALLOWA,OR,USC00358997,28.1,32,40.1,46.3,53.5,60.2,66.8,66,58,47,35.8,27.1
WESTFALL,OR,USC00359176,27.7,32.8,41.9,48.9,57.2,65.3,73.7,72,62.5,49.8,35.9,27.1
WHITEHORSE RCH,OR,USC00359290,31.2,35.2,41.4,47.1,54.4,61.7,71,69.5,60.8,50.5,38.7,30.2
WICKIUP DAM,OR,USC00359316,29.6,31.8,36.8,41.7,49,56,63.7,62.8,55.8,46,35.6,28.6
WINCHESTER,OR,USC00359461,42,44.5,47.8,51.3,57.4,62.8,69.1,68.7,63.6,54.9,46.3,41.3
YACHATS,OR,USC00359588,45.9,46.2,48.4,49.6,52.4,55.7,57.1,58.6,57,53.4,49,45.2
Altoona,PA,USC00360132,26.4,28.7,36.6,48,58,67.3,71.4,70.1,62.1,51,40.9,30.5
ALTOONA 3 W,PA,USC00360140,25.4,28.2,36.4,48.3,58,66.6,70.7,69.4,62,50.9,40.9,29.7
ALVIN R BUSH DAM,PA,USC00360147,25.1,27.5,35.4,47.6,58.3,67.9,71.9,70.7,62.8,50.9,40.2,30
BARNES,PA,USC00360409,22.3,24.5,32.2,44.4,54.7,63.5,67.7,66.4,59,47.3,38.2,26.8
BEAR GAP,PA,USC00360457,26.7,28.7,37.9,49.9,59,67.4,71.8,70.4,62.5,50.9,41.4,30.9
BELTZVILLE DAM,PA,USC00360560,25.3,29,37.1,47.8,58.2,67.4,71.5,70.4,62.7,51,42.4,31.1
BENTON 3 NE,PA,USC00360582,23.5,26,34.1,46.4,56.6,65,68.9,67.7,60.1,49.1,39.4,28.3
BIGLERVILLE,PA,USC00360656,29.2,31.8,39.8,50.6,60.9,70.3,74.9,73.3,65.2,53.6,43.7,33.4
BLOSERVILLE 1 N,PA,USC00360763,28.1,31.1,39.3,50.1,59.6,68.8,73.3,72,64.3,53.2,43.2,32.9
BLUE MARSH LAKE,PA,USC00360785,27.5,29.9,38.2,49.4,59.5,68.8,73.5,71.9,64,52.2,42.6,32.1
BRADFORD 4SW RES 5,PA,USC00360868,21.2,23,31.7,44.1,54.1,62.7,66.4,65.1,58,46.8,37.3,26
BROOKVILLE SEWAGE PLT,PA,USC00361004,24.3,27.2,34.4,46.1,55.9,64.2,68,66.8,59.5,48.3,39.5,29
BUCKSVILLE,PA,USC00361080,27.2,29.6,37.6,48.8,58.7,67.6,72,70.2,62.9,51.4,41.9,31.5
BUTLER 2 SW,PA,USC00361139,26.3,28.3,36.5,47.5,57.1,66.2,70,69.1,61.7,50.5,40.9,30.7
CANTON,PA,USC00361212,23.2,25.7,33.5,45.4,55.3,64.1,68.2,66.9,59,47.8,38.6,28.3
CEDAR RUN (RIVER),PA,USC00361301,23.5,26.2,33.9,46.2,57,66.3,70,69,61,49.4,39.1,28.8
CHALK HILL 2 ENE,PA,USC00361350,24.9,27.6,35.8,46.9,55.4,63.2,66.6,65.3,58.6,48.2,38.7,28.4
Chambersburg,PA,USC00361354,29.6,32.6,40.9,52,61.4,70.5,74.5,72.7,65,53.6,43.7,33.4
CHANDLERS VALLEY 1SE,PA,USC00361362,21.4,22.6,31,42.9,52.9,62.2,66.1,64.8,57.6,46.9,37.5,26.5
CLARENCE,PA,USC00361480,23.8,24.6,32.1,43.5,52.6,62.1,67.5,66.4,59,48,37.9,28.4
CLARION 3 SW,PA,USC00361485,23.8,25.7,34,45.9,56.1,64.9,69,67.9,60.7,49,38.7,28.3
CLERMONT 1 NW,PA,USC00361526,21.1,23,31,42.8,53.6,61.9,65.6,64.3,56.6,46.4,37,25.7
CLERMONT 8 SW,PA,USC00361534,23.3,25.5,33.8,45.8,55.1,62.8,66.5,65.1,58.6,48.2,38.6,28
COATESVILLE 2 W,PA,USC00361591,29.2,31.9,40.1,50.8,60.5,69.6,74,72.5,64.9,53.4,43.7,33.6
CONFLUENCE 1 SW DAM,PA,USC00361705,26.5,29.3,36.9,48.1,57.6,66.4,70.3,69.5,62.4,50.9,40.8,30.4
CONNEAUTVILLE 4 ESE,PA,USC00361719,24,25.9,33.8,45.8,55.3,65.2,68.3,67.2,60.3,50,40.2,28.5
CORRY,PA,USC00361790,24.8,26.7,35.4,47.2,56.7,65.4,68.9,67.6,61,50.6,40.2,29.2
COUDERSPORT 1 SW,PA,USC00361802,22.8,24.8,33.3,45,55.6,63.8,67.5,66.3,58.8,48.1,37.8,27.3
COUDERSPORT 7SE,PA,USC00361810,20.8,22.8,30.9,43.5,53.3,61.7,65.4,64.3,57,46.3,36.7,25.6
COWANESQUE DAM,PA,USC00361838,23.2,25.5,32.9,44.9,55.8,64.8,69.1,67.9,60.1,49,38.8,28.3
CARLISLE WATER PLANT,PA,USC00361920,29.6,32.2,39.9,51,60.5,70.2,74.4,72.3,65,54.2,44.1,33.7
DEHART DAM,PA,USC00362071,28.2,30.6,38.6,49.8,59,67.8,71.6,70.8,63.2,52.2,43.3,32.5
DERRY 4 SW,PA,USC00362108,27.9,30.8,38.6,49.9,59.2,67.5,71.6,70.3,63.5,52.5,42.5,32.2
DONEGAL 2 NW,PA,USC00362183,26.3,28.6,36.3,47.1,56.5,65.2,69,68.2,61.1,50.3,41.4,30.2
DONORA 1 SW,PA,USC00362190,29.7,32.2,40.3,51.3,61.1,69.8,73.8,72.7,65.8,54.4,44,33.7
DUSHORE,PA,USC00362323,23.3,24.8,32.4,44.1,54.2,63.3,67.1,66.3,58.1,47.6,38.8,28.5
EBENSBURG SEWAGE PLT,PA,USC00362470,25.4,27.8,35.9,47.2,56.2,64.5,68.3,67.1,60.4,49.7,40,29.5
EISENHOWER NHS,PA,USC00362537,29.8,32.8,40.8,51.6,60.9,69.6,74.4,72.6,65,53.6,44.1,34.1
EMSWORTH L/D OHIO RVR,PA,USC00362574,29,31,39.7,50.3,61,70,74.5,72.7,65.4,54,43.6,33
EMPORIUM,PA,USC00362629,24.1,26.5,35,47.1,57,65.9,69.8,68.8,61.6,50,39.5,28.9
EVERETT,PA,USC00362721,27.2,29.9,37.4,48.3,57.6,66.5,70.7,69.7,62.2,50.7,41,31.1
FORD CITY 4 S DAM,PA,USC00362942,26.4,28.4,36.8,48.4,57.9,66.9,70.9,69.9,61.9,50.4,40.8,30.3
FRANCIS E WALTER DAM,PA,USC00363018,23.3,26,33.7,45.4,55.7,63.9,68.1,67.1,59.3,48.3,39.1,28.1
FRANKLIN,PA,USC00363028,25.8,27.6,35.4,47.4,57.3,66.4,70.5,69.4,62,50.4,40.8,30.1
GLENCOE 1 E,PA,USC00363295,26.1,28.9,36.7,47.7,57.2,66.2,70.4,68.2,60.6,50.1,40.2,30.2
GLEN HAZEL 2 NE DAM,PA,USC00363311,21.4,23.7,31.8,43.6,54.5,63.1,67.1,65.9,58.9,47.7,37.9,26.6
GRATERFORD 1 E,PA,USC00363437,29.2,32,39.7,50,59.6,69.5,73.7,71.8,63.9,52.2,43.4,33.5
GRAYS LANDING,PA,USC00363451,29,31.6,39.1,50.3,59.8,68.8,73.4,72,64.4,52.6,42.3,32.4
GREEN LANE,PA,USC00363488,33,35.7,43.7,53.9,64.3,73,77.6,76.7,68.2,56.2,46.9,37
GREENVILLE 2 NE,PA,USC00363526,24.2,26.8,34.6,46.2,56.1,65.9,69.5,67.6,60.3,49.2,39.6,28.5
HAMBURG,PA,USC00363632,30.9,33.9,41.5,52.3,62.8,71.8,76.4,73.7,66.8,55.6,45.1,35.8
HANOVER,PA,USC00363662,28.5,30.8,39.5,49.7,60.6,70.8,74.9,73.4,64.7,53.5,42.7,33.3
HANOVER 4 SW,PA,USC00363665,29.5,32.1,40.3,51.1,60.8,70.3,74,72.5,64.7,53.7,44.2,33.4
HARRISBURG 1 NE,PA,USC00363698,29,31.4,39.6,50.6,61,70.4,74.3,72.7,64.9,52.8,43.3,33.1
HAWLEY 1 E,PA,USC00363758,22.7,25.1,33.6,45.2,55.6,64.4,68.5,67.1,59.6,48.3,38.7,28.1
HOLTWOOD,PA,USC00364019,29.8,32.7,40.7,51,61.4,70.9,74.8,73.7,66.1,54.6,44.6,34.1
HOPEWELL MORGANTOWN,PA,USC00364076,29.1,31.7,39.7,50.2,60,68.7,73.3,71.8,64.5,53.3,43.9,33.6
HUNTINGDON,PA,USC00364159,26.1,28.5,36.7,48.1,58.1,67,70.9,69.6,62,50.6,40.8,30.6
INDIANA 3 SE,PA,USC00364214,26.6,29,37.5,48.1,58.1,66.4,70.3,69.3,62.2,51.4,41.2,31.1
JAMESTOWN 2 NW,PA,USC00364325,24.1,26,34.6,46.3,56.1,65.2,69.1,67.7,60.8,49.8,40.2,29
Johnstown,PA,USC00364385,30.3,32.9,40.9,52.8,61.7,70.2,74.5,72.7,65.7,54,44.1,33.6
KANE 1NNE,PA,USC00364432,21.5,23.3,31.2,43.3,53,61.8,65.5,64.3,57.2,46.5,37,26.3
Lancaster,PA,USC00364763,30.1,32.6,41,51.7,61.3,70.4,74.7,73.1,65.4,54.1,44.2,34.2
LANDISVILLE 2 NW,PA,USC00364778,29.8,32.5,41,51.8,61.7,70.8,74.2,72.5,65.4,54.1,44.3,33.7
LAPORTE,PA,USC00364815,21.9,24.1,32.5,44.6,55.2,64.1,68.2,66.6,58.8,47.4,37.8,26.7
LAUREL MTN,PA,USC00364836,26.7,29.5,37.6,48.7,58.4,66.6,70.2,69,61.5,51.4,41.7,31.4
LAUREL SUMMIT,PA,USC00364839,23.2,25.6,33.6,45.1,54.1,62.2,66.1,65.3,58.7,47.7,37.9,27.1
LAURELTON CTR,PA,USC00364853,25.6,28.6,37.2,49.9,59.4,68,72.4,70.9,62.5,51.4,40.4,30.5
Lebanon,PA,USC00364896,28.2,31.2,39.4,50.1,59.8,68.8,73,71.4,63.9,52.5,42.6,32.5
LEWISBURG,PA,USC00364976,26.9,29.9,37.9,49.8,59.4,68.3,72.5,71,63.3,51.5,41.2,31.2
LEWISTOWN,PA,USC00364992,28.3,31,39.2,50.5,60.1,69,73.2,71.8,64.1,52.6,42.7,32.7
LINESVILLE 1 S,PA,USC00365050,24,25.4,33.7,46.2,56.5,66.1,70.1,68.6,61.6,50.3,40.2,29.2
LOCK HAVEN SWG PLT,PA,USC00365109,26.4,28.9,37.5,49.1,59.5,68.2,72.3,70.9,63.4,51.6,41.3,31.3
LOYALHANNA LAKE,PA,USC00365212,29.4,31.7,39.8,51.3,60.2,69.3,73.1,72,65,53.5,43.3,32.7
MARCUS HOOK,PA,USC00365390,33.5,36,43.5,54.4,64.4,73.7,78.7,77.1,69.2,57.7,47.6,37.8
MATAMORAS,PA,USC00365470,24.8,27.5,35.7,46.9,57.1,65.9,70.2,69.1,61.7,50.2,40.2,29.8
MCKEESPORT,PA,USC00365573,29,31.9,39.8,50.8,60,68.6,72.9,71.7,64.2,52.8,42.8,32.8
MEADVILLE 1 S,PA,USC00365606,25.1,26.8,34.6,46.9,56.6,65.8,69.6,68.5,61.5,50.6,40.9,29.7
MERCER,PA,USC00365651,25.4,27.9,36.2,47.8,57.8,66.4,70.3,68.8,62.3,50.6,40.8,30.3
MEYERSDALE 2 SSW,PA,USC00365686,25.3,27.4,35.4,46.2,55.2,63.7,68,66.6,59.9,48.5,39.4,29.3
MILLHEIM,PA,USC00365790,23.4,26.1,34.5,46.2,56.7,66.2,69.9,68.5,60.4,48.5,38.8,27.9
MILLVILLE 2 SW,PA,USC00365817,24.8,27.9,36,47.2,57.6,66.1,70.3,68.8,61.5,50.6,40.1,29.9
MONTGOMERY L&D,PA,USC00365902,29.6,32.2,40.2,51.4,60.4,68.8,72.9,71.6,65.1,54.2,43.7,33
MONTROSE,PA,USC00365915,20.4,22.7,31,43.3,54,63.4,67.3,65.9,58,46.7,36.5,25.8
MT DAVIS,PA,USC00366022,23.6,27.1,36.2,47.6,56.6,64.5,68.5,67,60.8,49.4,39.2,28.3
MT PLEASANT,PA,USC00366042,28.5,30.5,38.5,49,58.1,67,70.9,69.4,62,51,42.4,32.4
NESHAMINY FALLS,PA,USC00366194,29.9,32.8,41,51.5,61.5,71.2,75.7,74,66.5,54.2,44.1,34.6
NEW CASTLE 1 N,PA,USC00366233,26.9,29.1,36.9,48.5,58.4,67.5,71.7,70.5,63.6,52.2,42,31.5
NEW HOLLAND 2 SE,PA,USC00366238,30.4,33.4,41.5,52.5,62.4,71.2,75.5,74.1,66.7,55.6,45.5,34.9
NEWPORT RIVER,PA,USC00366297,29.2,32.2,40.2,50.9,59.8,68.8,73.8,72,65.1,52.3,43.1,32.6
NORRISTOWN,PA,USC00366370,31.5,33.8,42,52.7,63.1,71.9,76.9,75.4,67.8,55.7,45.6,35.9
OCTORARO LAKE,PA,USC00366508,29.3,31.9,40.6,51,60.8,69.9,74.2,72.6,64.8,53.1,42.9,33.5
OSWAYO 1 ENE,PA,USC00366649,21.5,24,31.7,43.1,54.2,62.8,66.1,65.3,57.9,46.9,37.2,26.9
PALMERTON,PA,USC00366689,28.2,31.1,38.8,49.1,59.8,69,73.3,71,63.4,52.2,42.4,32.1
PHILLY FRANKLIN INST,PA,USC00366886,33.9,36.9,44.8,55.4,65.3,74.9,79.1,77.7,70.1,58.8,48.9,38.4
PHILIPSBURG 2 S,PA,USC00366921,24,26.3,34.3,46.4,56.2,64.7,68.6,67.3,59.8,48.9,39.7,28.4
PHOENIXVILLE 1 E,PA,USC00366927,30,32.8,40.9,51.7,61.3,70.4,74.8,73.1,65.6,54.2,44.2,34.1
PLEASANT MT 1 W,PA,USC00367029,19.9,22.2,30.1,42.2,53.1,62.1,66.1,64.8,57,46,36.3,25.3
POINT MARION LOCK 8,PA,USC00367073,30.2,32.6,40.9,52.1,61.6,70.8,74.9,73.5,66.1,54.3,44.1,33.7
PORT ALLEGANY,PA,USC00367103,22.4,24.1,32.4,43.6,54.6,63.5,67.3,66.1,58.5,47.6,38.2,27.5
PRINCE GALLITZIN SP,PA,USC00367167,24.3,26.5,34.6,46.2,55.9,64.7,68.6,67.1,59.7,48.4,39.2,28.5
PUTNEYVILLE 2 SE DAM,PA,USC00367229,25.7,27.8,35.6,47.6,57.2,66.1,70.1,68.9,61.4,50.1,40.4,30
RAYSTOWN LAKE 2,PA,USC00367312,28.9,31.1,38.7,50.4,60,68.8,73.3,72,64.6,53.2,43.4,33.2
Reading,PA,USC00367322,30.1,32.9,41.2,51.9,62.2,71.2,75.4,74,66.3,55,45.3,34.7
RECTOR 3 SSW,PA,USC00367338,27,29.9,38.3,49.1,58.8,67.2,71.2,69.8,62.7,51.6,41.8,31.4
RENOVO,PA,USC00367409,26.6,29.3,37.3,48.9,58.8,67.6,71.7,70.4,63,51.5,41.4,31.3
RIDGWAY,PA,USC00367477,23.1,25.2,32.9,44.4,54.3,63.1,66.9,66,59,47.9,38.3,27.8
RODALE RSCH CTR,PA,USC00367578,27.4,29.9,38.6,49.5,58.9,67.9,72.2,70.6,63,51.7,42.1,31.8
SAFE HARBOR DAM,PA,USC00367732,31.1,33.6,41.1,52.5,62.3,72,76.5,75.1,67.5,55.8,45.7,35.7
SALINA 3 W,PA,USC00367782,28,30.5,38.4,49.9,59.2,67.8,71.9,70.7,63.8,52.4,42.8,32.2
SELINSGROVE 2 S,PA,USC00367931,27.3,29.8,37.8,49.3,59.2,68.8,73,71.2,63.6,51.9,42,31.8
SELLERSVILLE,PA,USC00367938,28.1,30.6,38.7,49.5,59.7,68.5,73.1,71.6,64.2,52.4,43.2,32.7
SHAWNEE SP,PA,USC00368011,27.1,29.3,37.3,48.7,58,67.1,70.8,69.4,61.9,50.7,41.2,30.6
SHIPPENSBURG,PA,USC00368073,29.8,32.8,40.9,52.1,61.8,70.9,75.1,73.4,65.5,54.3,44,33.5
SLIPPERY ROCK 1 SSW,PA,USC00368184,26.8,29.3,37.4,48.4,58,66.7,70.8,69.5,62.6,51.5,41.6,31.1
SOUTH MTN,PA,USC00368308,27.3,29.7,37.1,49.1,58.2,67.3,70.6,69.5,62.7,51.2,42,31.5
SPRINGBORO 3 WNW,PA,USC00368361,24.1,25.6,33.9,45.4,55.2,64.6,68.9,67.2,60.7,49.9,40.5,29.6
SPRINGTOWN 1 NNE,PA,USC00368400,28.4,30.7,38.5,49.7,59.6,68.6,72.6,71.4,64.2,53.5,43.6,32.9
State College,PA,USC00368449,27.2,29.6,37.3,49.5,59.5,68.3,72.1,70.6,62.7,51.7,41.8,31.4
STEVENSON DAM,PA,USC00368469,25.7,27.8,35.7,47.4,57.4,66.5,70.7,69.7,62.4,50.9,40.8,30.4
STOYSTOWN,PA,USC00368560,24.5,27.6,35.4,46.9,55.7,63.7,67.5,65.5,59.6,48.3,38.7,28.4
STROUDSBURG,PA,USC00368596,25.8,28.5,37,48.8,58.7,67.7,71.9,70.2,62.4,50.6,40.4,30.5
SUNBURY,PA,USC00368668,26.2,27.9,37.6,49.6,58.6,68.4,72.6,70.9,62.7,51.2,41.2,31.4
TIOGA HAMMOND DAM,PA,USC00368868,24.2,26.1,33.8,45.8,55.9,65.4,69.7,67.9,60.2,48.8,39.2,28.5
TIONESTA 2 SE LAKE,PA,USC00368873,23.8,25.8,33.8,45.7,55.7,65,69.1,67.9,60.6,49.4,39.6,28.4
TITUSVILLE WTR WKS,PA,USC00368888,23.3,24.8,33.2,45.1,55.4,64.3,68.4,67,60,48.6,38.9,27.9
TOWANDA 1 S,PA,USC00368905,24.8,27.1,35.1,46.9,57.2,66.4,70.4,69,61.4,50,40.2,29.9
UNIONTOWN 1 NE,PA,USC00369050,29.6,32.1,39.4,50,59.4,68.1,72,70.8,63.7,52.4,42.8,33.3
VALLEY FORGE NHP,PA,USC00369103,29.7,32.9,41.2,52.2,61.7,71.1,75.4,74,65.7,53.7,44.8,34.4
WARREN,PA,USC00369298,24.4,26.6,34.4,46.7,56.5,65.6,69.6,68.6,61.8,50.4,40.3,29.1
WASHINGTON 3 NE,PA,USC00369318,26,28.6,37.2,48.6,57.5,66.2,70,69,61.9,50.6,41.1,30.5
WAYNESBURG 1 E,PA,USC00369367,28.3,30.9,38.7,49.5,58.9,67.6,71.5,70.3,63.2,51.6,42,32.3
WELLSBORO 4 SW,PA,USC00369408,21.5,23.6,31.1,43.7,54,62.7,66.8,65.5,57.8,47.2,37.2,26.8
WEST CHESTER 2 NW,PA,USC00369464,28.9,31.3,39.7,50.5,60.4,70.2,74.7,72.9,65.1,53.3,43.4,33.3
Williamsport,PA,USC00369735,27.8,30.9,39.3,51.1,60.7,69.6,74.2,72.5,64.8,52.5,42.5,31.6
York,PA,USC00369933,31.1,34.1,42.3,53,62.4,71.3,75.2,73.6,66.5,55.3,45.1,34.7
KINGSTON,RI,USC00374266,29.5,32.3,38.5,48.2,57.4,66.7,71.7,70.7,63.7,52.8,44.1,34.4
NEWPORT ROSE,RI,USC00375215,30.8,32.3,38.3,47,56.2,65.3,71.4,71.1,65.3,55,46,36.4
NORTH FOSTER 1 E,RI,USC00375270,25.5,28.6,36.1,46.7,56.5,65.1,70.1,68.8,61.3,50.5,41,30.6
TIVERTON,RI,USC00377581,30,32.6,39.5,48.6,58.3,67.3,73.3,72.9,65.2,54.8,44.6,35.1
WOONSOCKET,RI,USC00379423,26.4,29.7,37.4,47.5,57.6,67,72.2,70.7,63.3,51.9,42.5,32
AIKEN 5SE,SC,USC00380074,43.8,48.1,54.9,63.4,71.6,78.9,82,80.5,74.2,63.5,54.6,46
ALLENDALE 2 NW,SC,USC00380126,45.5,49.2,56,63.1,71.1,78.2,81.2,79.8,74.3,64.6,55.9,47.6
ANDERSON,SC,USC00380165,42.2,46,52.7,61,69.6,77.4,80.7,79.8,73,62.3,52.9,44.1
ANDREWS,SC,USC00380184,45.6,48.4,55.1,62.2,70.3,77.2,80.5,79.2,73.8,64.7,55.9,48
BAMBERG,SC,USC00380448,47.3,51.1,58,64.6,72.3,78.9,81.8,80.5,75.1,65.3,56.5,49
BARNWELL 5 ENE,SC,USC00380490,45,48.1,55.3,62.7,70.6,77.7,80.2,79.1,73.3,63.3,54.7,47.4
BEAUFORT WWTP,SC,USC00380559,49.6,52.3,58.9,66.1,74.4,80.6,83.4,82.4,77.5,68.9,60.3,51.9
BENNETTSVILLE,SC,USC00380635,41.2,44.9,51.5,60.6,68.3,76.5,79.7,78.5,72.4,62.1,52.2,43.7
BISHOPVILLE 1ENE,SC,USC00380736,42.6,46,52.7,61.1,69.8,77.4,80.4,78.8,72.9,62.6,53.4,45
BLACKVILLE 3 W,SC,USC00380764,46.3,50.2,56.9,63.7,71.4,77.5,80.4,78.9,74.1,64.7,56.1,48.2
BROOKGREEN GARDENS,SC,USC00381093,48.3,51.4,57.9,64.7,72.5,79.3,82.5,81.3,76.1,67.6,59,50.6
CADES 4 W,SC,USC00381241,44.3,47.7,54.7,62,70.3,77.8,80.9,79.7,74.2,63.8,55.2,46.9
CAESARS HEAD,SC,USC00381256,34.8,37.6,45.3,53.3,60.9,67.6,70.5,69.3,63.6,54.2,46.1,37.4
CALHOUN FALLS,SC,USC00381277,42.1,45.6,52.6,60.7,69.1,77,80.7,79.4,72.7,61.9,52.6,44.3
CAMDEN 3 W,SC,USC00381310,41.6,45.1,51.9,59.8,67.9,75.7,79.2,77.9,71.8,61,51.8,43.7
CEDAR CREEK 2E,SC,USC00381479,40.8,43.6,51.5,58.8,66.8,76,79.4,78.2,71.3,60.4,50.9,42.8
CHERAW,SC,USC00381588,41.8,45.2,52.3,60.9,68.9,76.9,80.2,78.9,72.6,62.1,52.8,44.4
CHESNEE 7 WSW,SC,USC00381625,38.8,42.5,49,57.8,66.3,74.4,78.1,77.1,70.2,58.9,49.1,40.8
